股票代码,会计年度,接待次数,接待机构数,接待机构人员数,基金管理公司,证券公司,保险资产管理公司,寿险公司,投资公司,资产管理公司,期货经纪公司,其它
002129,2012,0,0,0,0,0,0,0,0,0,0,0
002129,2013,0,0,0,0,0,0,0,0,0,0,0
002129,2014,0,0,0,0,0,0,0,0,0,0,0
002129,2015,0,0,0,0,0,0,0,0,0,0,0
002129,2016,0,0,0,0,0,0,0,0,0,0,0
002129,2017,0,0,0,0,0,0,0,0,0,0,0
002129,2018,0,0,0,0,0,0,0,0,0,0,0
002129,2019,2,149,154,44,41,6,4,17,13,0,23
002237,2010,0,0,0,0,0,0,0,0,0,0,0
002237,2011,0,0,0,0,0,0,0,0,0,0,0
002237,2012,0,0,0,0,0,0,0,0,0,0,0
002237,2013,0,0,0,0,0,0,0,0,0,0,0
002237,2014,0,0,0,0,0,0,0,0,0,0,0
002237,2015,0,0,0,0,0,0,0,0,0,0,0
002237,2016,0,0,0,0,0,0,0,0,0,0,0
002237,2017,0,0,0,0,0,0,0,0,0,0,0
002237,2018,0,0,0,0,0,0,0,0,0,0,0
002237,2019,2,4,5,3,1,0,0,0,0,0,0
002345,2010,0,0,0,0,0,0,0,0,0,0,0
002345,2011,0,0,0,0,0,0,0,0,0,0,0
002345,2012,0,0,0,0,0,0,0,0,0,0,0
002345,2013,0,0,0,0,0,0,0,0,0,0,0
002345,2014,0,0,0,0,0,0,0,0,0,0,0
002345,2015,0,0,0,0,0,0,0,0,0,0,0
002345,2016,0,0,0,0,0,0,0,0,0,0,0
002345,2017,0,0,0,0,0,0,0,0,0,0,0
002345,2018,0,0,0,0,0,0,0,0,0,0,0
002345,2019,2,3,5,0,2,0,0,0,0,0,0
300530,2010,0,0,0,0,0,0,0,0,0,0,0
300530,2011,0,0,0,0,0,0,0,0,0,0,0
300530,2012,0,0,0,0,0,0,0,0,0,0,0
300530,2013,0,0,0,0,0,0,0,0,0,0,0
300530,2014,0,0,0,0,0,0,0,0,0,0,0
300530,2015,0,0,0,0,0,0,0,0,0,0,0
300530,2016,0,0,0,0,0,0,0,0,0,0,0
300530,2017,0,0,0,0,0,0,0,0,0,0,0
300530,2018,0,0,0,0,0,0,0,0,0,0,0
300530,2019,1,4,8,3,1,0,0,0,0,0,0
300707,2010,0,0,0,0,0,0,0,0,0,0,0
300707,2011,0,0,0,0,0,0,0,0,0,0,0
300707,2012,0,0,0,0,0,0,0,0,0,0,0
300707,2013,0,0,0,0,0,0,0,0,0,0,0
300707,2014,0,0,0,0,0,0,0,0,0,0,0
300707,2015,0,0,0,0,0,0,0,0,0,0,0
300707,2016,0,0,0,0,0,0,0,0,0,0,0
300707,2017,0,0,0,0,0,0,0,0,0,0,0
300707,2018,0,0,0,0,0,0,0,0,0,0,0
300707,2019,0,0,0,0,0,0,0,0,0,0,0
000403,2010,0,0,0,0,0,0,0,0,0,0,0
000403,2011,0,0,0,0,0,0,0,0,0,0,0
000403,2012,0,0,0,0,0,0,0,0,0,0,0
000403,2013,0,0,0,0,0,0,0,0,0,0,0
000403,2014,0,0,0,0,0,0,0,0,0,0,0
000403,2015,0,0,0,0,0,0,0,0,0,0,0
000403,2016,0,0,0,0,0,0,0,0,0,0,0
000403,2017,0,0,0,0,0,0,0,0,0,0,0
000403,2018,0,0,0,0,0,0,0,0,0,0,0
000403,2019,3,79,79,39,13,2,2,9,7,1,4
000938,2010,0,0,0,0,0,0,0,0,0,0,0
000938,2011,0,0,0,0,0,0,0,0,0,0,0
000938,2012,0,0,0,0,0,0,0,0,0,0,0
000938,2013,0,0,0,0,0,0,0,0,0,0,0
000938,2014,0,0,0,0,0,0,0,0,0,0,0
000938,2015,0,0,0,0,0,0,0,0,0,0,0
000938,2016,0,0,0,0,0,0,0,0,0,0,0
000938,2017,0,0,0,0,0,0,0,0,0,0,0
000938,2018,3,1,2,0,1,0,0,0,0,0,0
000938,2019,16,83,100,13,29,2,1,11,7,0,16
002631,2010,0,0,0,0,0,0,0,0,0,0,0
002631,2011,0,0,0,0,0,0,0,0,0,0,0
002631,2012,0,0,0,0,0,0,0,0,0,0,0
002631,2013,0,0,0,0,0,0,0,0,0,0,0
002631,2014,0,0,0,0,0,0,0,0,0,0,0
002631,2015,0,0,0,0,0,0,0,0,0,0,0
002631,2016,0,0,0,0,0,0,0,0,0,0,0
002631,2017,0,0,0,0,0,0,0,0,0,0,0
002631,2018,0,0,0,0,0,0,0,0,0,0,0
002631,2019,1,1,1,1,0,0,0,0,0,0,0
002748,2010,0,0,0,0,0,0,0,0,0,0,0
002748,2011,0,0,0,0,0,0,0,0,0,0,0
002748,2012,0,0,0,0,0,0,0,0,0,0,0
002748,2013,0,0,0,0,0,0,0,0,0,0,0
002748,2014,0,0,0,0,0,0,0,0,0,0,0
002748,2015,0,0,0,0,0,0,0,0,0,0,0
002748,2016,0,0,0,0,0,0,0,0,0,0,0
002748,2017,0,0,0,0,0,0,0,0,0,0,0
002748,2018,0,0,0,0,0,0,0,0,0,0,0
002748,2019,0,0,0,0,0,0,0,0,0,0,0
300800,2010,0,0,0,0,0,0,0,0,0,0,0
300800,2011,0,0,0,0,0,0,0,0,0,0,0
300800,2012,0,0,0,0,0,0,0,0,0,0,0
300800,2013,0,0,0,0,0,0,0,0,0,0,0
300800,2014,0,0,0,0,0,0,0,0,0,0,0
300800,2015,0,0,0,0,0,0,0,0,0,0,0
300800,2016,0,0,0,0,0,0,0,0,0,0,0
300800,2017,0,0,0,0,0,0,0,0,0,0,0
300800,2018,0,0,0,0,0,0,0,0,0,0,0
300800,2019,0,0,0,0,0,0,0,0,0,0,0
000070,2010,0,0,0,0,0,0,0,0,0,0,0
000070,2011,0,0,0,0,0,0,0,0,0,0,0
000070,2012,0,0,0,0,0,0,0,0,0,0,0
000070,2013,0,0,0,0,0,0,0,0,0,0,0
000070,2014,0,0,0,0,0,0,0,0,0,0,0
000070,2015,0,0,0,0,0,0,0,0,0,0,0
000070,2016,0,0,0,0,0,0,0,0,0,0,0
000070,2017,0,0,0,0,0,0,0,0,0,0,0
000070,2018,0,0,0,0,0,0,0,0,0,0,0
000070,2019,0,0,0,0,0,0,0,0,0,0,0
000592,2010,0,0,0,0,0,0,0,0,0,0,0
000592,2011,0,0,0,0,0,0,0,0,0,0,0
000592,2012,0,0,0,0,0,0,0,0,0,0,0
000592,2013,0,0,0,0,0,0,0,0,0,0,0
000592,2014,0,0,0,0,0,0,0,0,0,0,0
000592,2015,0,0,0,0,0,0,0,0,0,0,0
