股票代码,会计年度,接待次数,接待机构数,接待机构人员数,基金管理公司,证券公司,保险资产管理公司,寿险公司,投资公司,资产管理公司,期货经纪公司,其它
002422,2016,0,0,0,0,0,0,0,0,0,0,0
002422,2017,0,0,0,0,0,0,0,0,0,0,0
002422,2018,4,15,15,7,4,2,1,0,0,0,1
002422,2019,2,53,53,10,34,4,0,2,1,0,2
300528,2010,0,0,0,0,0,0,0,0,0,0,0
300528,2011,0,0,0,0,0,0,0,0,0,0,0
300528,2012,0,0,0,0,0,0,0,0,0,0,0
300528,2013,0,0,0,0,0,0,0,0,0,0,0
300528,2014,0,0,0,0,0,0,0,0,0,0,0
300528,2015,0,0,0,0,0,0,0,0,0,0,0
300528,2016,0,0,0,0,0,0,0,0,0,0,0
300528,2017,0,0,0,0,0,0,0,0,0,0,0
300528,2018,0,0,0,0,0,0,0,0,0,0,0
300528,2019,0,0,0,0,0,0,0,0,0,0,0
000606,2010,0,0,0,0,0,0,0,0,0,0,0
000606,2011,0,0,0,0,0,0,0,0,0,0,0
000606,2012,0,0,0,0,0,0,0,0,0,0,0
000606,2013,0,0,0,0,0,0,0,0,0,0,0
000606,2014,0,0,0,0,0,0,0,0,0,0,0
000606,2015,0,0,0,0,0,0,0,0,0,0,0
000606,2016,0,0,0,0,0,0,0,0,0,0,0
000606,2017,0,0,0,0,0,0,0,0,0,0,0
000606,2018,0,0,0,0,0,0,0,0,0,0,0
000606,2019,0,0,0,0,0,0,0,0,0,0,0
002705,2010,0,0,0,0,0,0,0,0,0,0,0
002705,2011,0,0,0,0,0,0,0,0,0,0,0
002705,2012,0,0,0,0,0,0,0,0,0,0,0
002705,2013,0,0,0,0,0,0,0,0,0,0,0
002705,2014,0,0,0,0,0,0,0,0,0,0,0
002705,2015,0,0,0,0,0,0,0,0,0,0,0
002705,2016,0,0,0,0,0,0,0,0,0,0,0
002705,2017,0,0,0,0,0,0,0,0,0,0,0
002705,2018,0,0,0,0,0,0,0,0,0,0,0
002705,2019,9,73,96,19,21,0,5,14,6,0,4
300215,2010,0,0,0,0,0,0,0,0,0,0,0
300215,2011,0,0,0,0,0,0,0,0,0,0,0
300215,2012,0,0,0,0,0,0,0,0,0,0,0
300215,2013,0,0,0,0,0,0,0,0,0,0,0
300215,2014,0,0,0,0,0,0,0,0,0,0,0
300215,2015,0,0,0,0,0,0,0,0,0,0,0
300215,2016,0,0,0,0,0,0,0,0,0,0,0
300215,2017,0,0,0,0,0,0,0,0,0,0,0
300215,2018,0,0,0,0,0,0,0,0,0,0,0
300215,2019,20,84,135,15,22,1,0,9,12,0,10
002727,2010,0,0,0,0,0,0,0,0,0,0,0
002727,2011,0,0,0,0,0,0,0,0,0,0,0
002727,2012,0,0,0,0,0,0,0,0,0,0,0
002727,2013,0,0,0,0,0,0,0,0,0,0,0
002727,2014,0,0,0,0,0,0,0,0,0,0,0
002727,2015,0,0,0,0,0,0,0,0,0,0,0
002727,2016,0,0,0,0,0,0,0,0,0,0,0
002727,2017,0,0,0,0,0,0,0,0,0,0,0
002727,2018,3,5,5,2,1,0,0,1,0,0,1
002727,2019,18,230,285,56,45,4,4,49,33,0,30
002890,2010,0,0,0,0,0,0,0,0,0,0,0
002890,2011,0,0,0,0,0,0,0,0,0,0,0
002890,2012,0,0,0,0,0,0,0,0,0,0,0
002890,2013,0,0,0,0,0,0,0,0,0,0,0
002890,2014,0,0,0,0,0,0,0,0,0,0,0
002890,2015,0,0,0,0,0,0,0,0,0,0,0
002890,2016,0,0,0,0,0,0,0,0,0,0,0
002890,2017,0,0,0,0,0,0,0,0,0,0,0
002890,2018,0,0,0,0,0,0,0,0,0,0,0
002890,2019,0,0,0,0,0,0,0,0,0,0,0
002044,2010,0,0,0,0,0,0,0,0,0,0,0
002044,2011,0,0,0,0,0,0,0,0,0,0,0
002044,2012,0,0,0,0,0,0,0,0,0,0,0
002044,2013,0,0,0,0,0,0,0,0,0,0,0
002044,2014,0,0,0,0,0,0,0,0,0,0,0
002044,2015,0,0,0,0,0,0,0,0,0,0,0
002044,2016,0,0,0,0,0,0,0,0,0,0,0
002044,2017,0,0,0,0,0,0,0,0,0,0,0
002044,2018,0,0,0,0,0,0,0,0,0,0,0
002044,2019,1,261,263,61,51,5,5,53,54,1,23
000607,2010,0,0,0,0,0,0,0,0,0,0,0
000607,2011,0,0,0,0,0,0,0,0,0,0,0
000607,2012,0,0,0,0,0,0,0,0,0,0,0
000607,2013,0,0,0,0,0,0,0,0,0,0,0
000607,2014,0,0,0,0,0,0,0,0,0,0,0
000607,2015,0,0,0,0,0,0,0,0,0,0,0
000607,2016,0,0,0,0,0,0,0,0,0,0,0
000607,2017,0,0,0,0,0,0,0,0,0,0,0
000607,2018,0,0,0,0,0,0,0,0,0,0,0
000607,2019,3,8,8,2,2,0,0,3,1,0,0
000755,2010,0,0,0,0,0,0,0,0,0,0,0
000755,2011,0,0,0,0,0,0,0,0,0,0,0
000755,2012,0,0,0,0,0,0,0,0,0,0,0
000755,2013,0,0,0,0,0,0,0,0,0,0,0
000755,2014,0,0,0,0,0,0,0,0,0,0,0
000755,2015,0,0,0,0,0,0,0,0,0,0,0
000755,2016,0,0,0,0,0,0,0,0,0,0,0
000755,2017,0,0,0,0,0,0,0,0,0,0,0
000755,2018,0,0,0,0,0,0,0,0,0,0,0
000755,2019,0,0,0,0,0,0,0,0,0,0,0
000850,2010,0,0,0,0,0,0,0,0,0,0,0
000850,2011,0,0,0,0,0,0,0,0,0,0,0
000850,2012,0,0,0,0,0,0,0,0,0,0,0
000850,2013,0,0,0,0,0,0,0,0,0,0,0
000850,2014,0,0,0,0,0,0,0,0,0,0,0
000850,2015,0,0,0,0,0,0,0,0,0,0,0
000850,2016,0,0,0,0,0,0,0,0,0,0,0
000850,2017,0,0,0,0,0,0,0,0,0,0,0
000850,2018,0,0,0,0,0,0,0,0,0,0,0
000850,2019,0,0,0,0,0,0,0,0,0,0,0
002288,2010,0,0,0,0,0,0,0,0,0,0,0
002288,2011,0,0,0,0,0,0,0,0,0,0,0
002288,2012,0,0,0,0,0,0,0,0,0,0,0
002288,2013,0,0,0,0,0,0,0,0,0,0,0
002288,2014,0,0,0,0,0,0,0,0,0,0,0
002288,2015,0,0,0,0,0,0,0,0,0,0,0
002288,2016,0,0,0,0,0,0,0,0,0,0,0
002288,2017,0,0,0,0,0,0,0,0,0,0,0
002288,2018,1,0,0,0,0,0,0,0,0,0,0
002288,2019,8,21,30,6,8,0,0,2,2,0,2
002613,2010,0,0,0,0,0,0,0,0,0,0,0
002613,2011,0,0,0,0,0,0,0,0,0,0,0
002613,2012,0,0,0,0,0,0,0,0,0,0,0
002613,2013,0,0,0,0,0,0,0,0,0,0,0
002613,2014,0,0,0,0,0,0,0,0,0,0,0
002613,2015,0,0,0,0,0,0,0,0,0,0,0
002613,2016,0,0,0,0,0,0,0,0,0,0,0
002613,2017,0,0,0,0,0,0,0,0,0,0,0
002613,2018,0,0,0,0,0,0,0,0,0,0,0
002613,2019,1,1,1,0,0,0,0,0,0,0,1
300721,2010,0,0,0,0,0,0,0,0,0,0,0
300721,2011,0,0,0,0,0,0,0,0,0,0,0
300721,2012,0,0,0,0,0,0,0,0,0,0,0
300721,2013,0,0,0,0,0,0,0,0,0,0,0
300721,2014,0,0,0,0,0,0,0,0,0,0,0
300721,2015,0,0,0,0,0,0,0,0,0,0,0
300721,2016,0,0,0,0,0,0,0,0,0,0,0
300721,2017,0,0,0,0,0,0,0,0,0,0,0
300721,2018,0,0,0,0,0,0,0,0,0,0,0
300721,2019,0,0,0,0,0,0,0,0,0,0,0
002530,2010,0,0,0,0,0,0,0,0,0,0,0
002530,2011,0,0,0,0,0,0,0,0,0,0,0
002530,2012,0,0,0,0,0,0,0,0,0,0,0
002530,2013,0,0,0,0,0,0,0,0,0,0,0
002530,2014,0,0,0,0,0,0,0,0,0,0,0
002530,2015,0,0,0,0,0,0,0,0,0,0,0
002530,2016,0,0,0,0,0,0,0,0,0,0,0
002530,2017,0,0,0,0,0,0,0,0,0,0,0
002530,2018,0,0,0,0,0,0,0,0,0,0,0
002530,2019,1,9,10,2,3,0,0,1,1,0,1
002946,2010,0,0,0,0,0,0,0,0,0,0,0
002946,2011,0,0,0,0,0,0,0,0,0,0,0
002946,2012,0,0,0,0,0,0,0,0,0,0,0
002946,2013,0,0,0,0,0,0,0,0,0,0,0
002946,2014,0,0,0,0,0,0,0,0,0,0,0
002946,2015,0,0,0,0,0,0,0,0,0,0,0
002946,2016,0,0,0,0,0,0,0,0,0,0,0
002946,2017,0,0,0,0,0,0,0,0,0,0,0
002946,2018,0,0,0,0,0,0,0,0,0,0,0
002946,2019,6,25,38,3,10,1,0,5,1,0,5
300237,2010,0,0,0,0,0,0,0,0,0,0,0
300237,2011,0,0,0,0,0,0,0,0,0,0,0
300237,2012,0,0,0,0,0,0,0,0,0,0,0
300237,2013,0,0,0,0,0,0,0,0,0,0,0
300237,2014,0,0,0,0,0,0,0,0,0,0,0
300237,2015,0,0,0,0,0,0,0,0,0,0,0
300237,2016,0,0,0,0,0,0,0,0,0,0,0
300237,2017,0,0,0,0,0,0,0,0,0,0,0
300237,2018,0,0,0,0,0,0,0,0,0,0,0
300237,2019,0,0,0,0,0,0,0,0,0,0,0
300572,2010,0,0,0,0,0,0,0,0,0,0,0
300572,2011,0,0,0,0,0,0,0,0,0,0,0
300572,2012,0,0,0,0,0,0,0,0,0,0,0
300572,2013,0,0,0,0,0,0,0,0,0,0,0
300572,2014,0,0,0,0,0,0,0,0,0,0,0
300572,2015,0,0,0,0,0,0,0,0,0,0,0
300572,2016,0,0,0,0,0,0,0,0,0,0,0
300572,2017,0,0,0,0,0,0,0,0,0,0,0
300572,2018,0,0,0,0,0,0,0,0,0,0,0
300572,2019,16,95,113,32,27,3,0,12,8,0,8
300582,2010,0,0,0,0,0,0,0,0,0,0,0
300582,2011,0,0,0,0,0,0,0,0,0,0,0
300582,2012,0,0,0,0,0,0,0,0,0,0,0
300582,2013,0,0,0,0,0,0,0,0,0,0,0
300582,2014,0,0,0,0,0,0,0,0,0,0,0
300582,2015,0,0,0,0,0,0,0,0,0,0,0
300582,2016,0,0,0,0,0,0,0,0,0,0,0
300582,2017,0,0,0,0,0,0,0,0,0,0,0
300582,2018,0,0,0,0,0,0,0,0,0,0,0
300582,2019,0,0,0,0,0,0,0,0,0,0,0
000037,2010,0,0,0,0,0,0,0,0,0,0,0
000037,2011,0,0,0,0,0,0,0,0,0,0,0
000037,2012,0,0,0,0,0,0,0,0,0,0,0
000037,2013,0,0,0,0,0,0,0,0,0,0,0
000037,2014,0,0,0,0,0,0,0,0,0,0,0
000037,2015,0,0,0,0,0,0,0,0,0,0,0
000037,2016,0,0,0,0,0,0,0,0,0,0,0
000037,2017,0,0,0,0,0,0,0,0,0,0,0
000037,2018,0,0,0,0,0,0,0,0,0,0,0
000037,2019,0,0,0,0,0,0,0,0,0,0,0
002357,2010,0,0,0,0,0,0,0,0,0,0,0
002357,2011,0,0,0,0,0,0,0,0,0,0,0
002357,2012,0,0,0,0,0,0,0,0,0,0,0
002357,2013,0,0,0,0,0,0,0,0,0,0,0
002357,2014,0,0,0,0,0,0,0,0,0,0,0
002357,2015,0,0,0,0,0,0,0,0,0,0,0
002357,2016,0,0,0,0,0,0,0,0,0,0,0
002357,2017,0,0,0,0,0,0,0,0,0,0,0
002357,2018,0,0,0,0,0,0,0,0,0,0,0
002357,2019,1,1,1,0,1,0,0,0,0,0,0
300634,2010,0,0,0,0,0,0,0,0,0,0,0
300634,2011,0,0,0,0,0,0,0,0,0,0,0
300634,2012,0,0,0,0,0,0,0,0,0,0,0
300634,2013,0,0,0,0,0,0,0,0,0,0,0
300634,2014,0,0,0,0,0,0,0,0,0,0,0
300634,2015,0,0,0,0,0,0,0,0,0,0,0
300634,2016,0,0,0,0,0,0,0,0,0,0,0
300634,2017,0,0,0,0,0,0,0,0,0,0,0
300634,2018,0,0,0,0,0,0,0,0,0,0,0
300634,2019,2,32,39,7,16,0,0,0,4,0,4
000856,2010,0,0,0,0,0,0,0,0,0,0,0
000856,2011,0,0,0,0,0,0,0,0,0,0,0
000856,2012,0,0,0,0,0,0,0,0,0,0,0
000856,2013,0,0,0,0,0,0,0,0,0,0,0
000856,2014,0,0,0,0,0,0,0,0,0,0,0
000856,2015,0,0,0,0,0,0,0,0,0,0,0
000856,2016,0,0,0,0,0,0,0,0,0,0,0
000856,2017,0,0,0,0,0,0,0,0,0,0,0
000856,2018,0,0,0,0,0,0,0,0,0,0,0
000856,2019,0,0,0,0,0,0,0,0,0,0,0
002659,2010,0,0,0,0,0,0,0,0,0,0,0
002659,2011,0,0,0,0,0,0,0,0,0,0,0
002659,2012,0,0,0,0,0,0,0,0,0,0,0
002659,2013,0,0,0,0,0,0,0,0,0,0,0
002659,2014,0,0,0,0,0,0,0,0,0,0,0
002659,2015,0,0,0,0,0,0,0,0,0,0,0
002659,2016,0,0,0,0,0,0,0,0,0,0,0
002659,2017,0,0,0,0,0,0,0,0,0,0,0
002659,2018,0,0,0,0,0,0,0,0,0,0,0
002659,2019,1,2,2,0,1,0,0,0,1,0,0
300248,2010,0,0,0,0,0,0,0,0,0,0,0
300248,2011,0,0,0,0,0,0,0,0,0,0,0
300248,2012,0,0,0,0,0,0,0,0,0,0,0
300248,2013,0,0,0,0,0,0,0,0,0,0,0
300248,2014,0,0,0,0,0,0,0,0,0,0,0
300248,2015,0,0,0,0,0,0,0,0,0,0,0
300248,2016,0,0,0,0,0,0,0,0,0,0,0
300248,2017,0,0,0,0,0,0,0,0,0,0,0
300248,2018,0,0,0,0,0,0,0,0,0,0,0
300248,2019,0,0,0,0,0,0,0,0,0,0,0
300317,2010,0,0,0,0,0,0,0,0,0,0,0
300317,2011,0,0,0,0,0,0,0,0,0,0,0
300317,2012,0,0,0,0,0,0,0,0,0,0,0
300317,2013,0,0,0,0,0,0,0,0,0,0,0
300317,2014,0,0,0,0,0,0,0,0,0,0,0
300317,2015,0,0,0,0,0,0,0,0,0,0,0
300317,2016,0,0,0,0,0,0,0,0,0,0,0
300317,2017,0,0,0,0,0,0,0,0,0,0,0
300317,2018,0,0,0,0,0,0,0,0,0,0,0
300317,2019,2,2,2,0,2,0,0,0,0,0,0
002648,2010,0,0,0,0,0,0,0,0,0,0,0
002648,2011,0,0,0,0,0,0,0,0,0,0,0
002648,2012,0,0,0,0,0,0,0,0,0,0,0
002648,2013,0,0,0,0,0,0,0,0,0,0,0
002648,2014,0,0,0,0,0,0,0,0,0,0,0
002648,2015,0,0,0,0,0,0,0,0,0,0,0
002648,2016,0,0,0,0,0,0,0,0,0,0,0
002648,2017,0,0,0,0,0,0,0,0,0,0,0
002648,2018,0,0,0,0,0,0,0,0,0,0,0
002648,2019,3,129,150,40,28,1,6,21,17,2,11
002956,2010,0,0,0,0,0,0,0,0,0,0,0
002956,2011,0,0,0,0,0,0,0,0,0,0,0
002956,2012,0,0,0,0,0,0,0,0,0,0,0
002956,2013,0,0,0,0,0,0,0,0,0,0,0
002956,2014,0,0,0,0,0,0,0,0,0,0,0
002956,2015,0,0,0,0,0,0,0,0,0,0,0
002956,2016,0,0,0,0,0,0,0,0,0,0,0
002956,2017,0,0,0,0,0,0,0,0,0,0,0
002956,2018,0,0,0,0,0,0,0,0,0,0,0
002956,2019,1,8,10,4,2,0,0,0,0,0,2
002980,2010,0,0,0,0,0,0,0,0,0,0,0
002980,2011,0,0,0,0,0,0,0,0,0,0,0
002980,2012,0,0,0,0,0,0,0,0,0,0,0
002980,2013,0,0,0,0,0,0,0,0,0,0,0
002980,2014,0,0,0,0,0,0,0,0,0,0,0
002980,2015,0,0,0,0,0,0,0,0,0,0,0
002980,2016,0,0,0,0,0,0,0,0,0,0,0
002980,2017,0,0,0,0,0,0,0,0,0,0,0
002980,2018,0,0,0,0,0,0,0,0,0,0,0
002980,2019,0,0,0,0,0,0,0,0,0,0,0
000503,2010,0,0,0,0,0,0,0,0,0,0,0
000503,2011,0,0,0,0,0,0,0,0,0,0,0
000503,2012,0,0,0,0,0,0,0,0,0,0,0
000503,2013,0,0,0,0,0,0,0,0,0,0,0
000503,2014,0,0,0,0,0,0,0,0,0,0,0
000503,2015,0,0,0,0,0,0,0,0,0,0,0
000503,2016,0,0,0,0,0,0,0,0,0,0,0
000503,2017,0,0,0,0,0,0,0,0,0,0,0
000503,2018,0,0,0,0,0,0,0,0,0,0,0
000503,2019,0,0,0,0,0,0,0,0,0,0,0
000877,2010,0,0,0,0,0,0,0,0,0,0,0
000877,2011,0,0,0,0,0,0,0,0,0,0,0
000877,2012,0,0,0,0,0,0,0,0,0,0,0
000877,2013,0,0,0,0,0,0,0,0,0,0,0
000877,2014,0,0,0,0,0,0,0,0,0,0,0
000877,2015,0,0,0,0,0,0,0,0,0,0,0
000877,2016,0,0,0,0,0,0,0,0,0,0,0
000877,2017,0,0,0,0,0,0,0,0,0,0,0
000877,2018,2,0,0,0,0,0,0,0,0,0,0
000877,2019,4,6,14,2,4,0,0,0,0,0,0
002091,2010,0,0,0,0,0,0,0,0,0,0,0
002091,2011,0,0,0,0,0,0,0,0,0,0,0
002091,2012,0,0,0,0,0,0,0,0,0,0,0
002091,2013,0,0,0,0,0,0,0,0,0,0,0
002091,2014,0,0,0,0,0,0,0,0,0,0,0
002091,2015,0,0,0,0,0,0,0,0,0,0,0
002091,2016,0,0,0,0,0,0,0,0,0,0,0
002091,2017,0,0,0,0,0,0,0,0,0,0,0
002091,2018,0,0,0,0,0,0,0,0,0,0,0
002091,2019,0,0,0,0,0,0,0,0,0,0,0
002106,2010,0,0,0,0,0,0,0,0,0,0,0
002106,2011,0,0,0,0,0,0,0,0,0,0,0
002106,2012,0,0,0,0,0,0,0,0,0,0,0
002106,2013,0,0,0,0,0,0,0,0,0,0,0
002106,2014,0,0,0,0,0,0,0,0,0,0,0
002106,2015,0,0,0,0,0,0,0,0,0,0,0
002106,2016,0,0,0,0,0,0,0,0,0,0,0
002106,2017,0,0,0,0,0,0,0,0,0,0,0
002106,2018,2,0,0,0,0,0,0,0,0,0,0
002106,2019,5,9,12,0,5,0,0,2,0,0,1
002289,2010,0,0,0,0,0,0,0,0,0,0,0
002289,2011,0,0,0,0,0,0,0,0,0,0,0
002289,2012,0,0,0,0,0,0,0,0,0,0,0
002289,2013,0,0,0,0,0,0,0,0,0,0,0
002289,2014,0,0,0,0,0,0,0,0,0,0,0
002289,2015,0,0,0,0,0,0,0,0,0,0,0
002289,2016,0,0,0,0,0,0,0,0,0,0,0
002289,2017,0,0,0,0,0,0,0,0,0,0,0
002289,2018,0,0,0,0,0,0,0,0,0,0,0
002289,2019,0,0,0,0,0,0,0,0,0,0,0
300743,2010,0,0,0,0,0,0,0,0,0,0,0
300743,2011,0,0,0,0,0,0,0,0,0,0,0
300743,2012,0,0,0,0,0,0,0,0,0,0,0
300743,2013,0,0,0,0,0,0,0,0,0,0,0
300743,2014,0,0,0,0,0,0,0,0,0,0,0
300743,2015,0,0,0,0,0,0,0,0,0,0,0
300743,2016,0,0,0,0,0,0,0,0,0,0,0
300743,2017,0,0,0,0,0,0,0,0,0,0,0
300743,2018,0,0,0,0,0,0,0,0,0,0,0
300743,2019,1,4,8,0,1,0,0,0,0,0,1
000158,2010,0,0,0,0,0,0,0,0,0,0,0
000158,2011,0,0,0,0,0,0,0,0,0,0,0
000158,2012,0,0,0,0,0,0,0,0,0,0,0
000158,2013,0,0,0,0,0,0,0,0,0,0,0
000158,2014,0,0,0,0,0,0,0,0,0,0,0
000158,2015,0,0,0,0,0,0,0,0,0,0,0
000158,2016,0,0,0,0,0,0,0,0,0,0,0
000158,2017,0,0,0,0,0,0,0,0,0,0,0
000158,2018,0,0,0,0,0,0,0,0,0,0,0
000158,2019,1,1,2,0,0,0,0,0,1,0,0
000807,2010,0,0,0,0,0,0,0,0,0,0,0
000807,2011,0,0,0,0,0,0,0,0,0,0,0
000807,2012,0,0,0,0,0,0,0,0,0,0,0
000807,2013,0,0,0,0,0,0,0,0,0,0,0
000807,2014,0,0,0,0,0,0,0,0,0,0,0
000807,2015,0,0,0,0,0,0,0,0,0,0,0
000807,2016,0,0,0,0,0,0,0,0,0,0,0
000807,2017,0,0,0,0,0,0,0,0,0,0,0
000807,2018,0,0,0,0,0,0,0,0,0,0,0
000807,2019,1,2,2,0,1,0,1,0,0,0,0
002266,2010,0,0,0,0,0,0,0,0,0,0,0
002266,2011,0,0,0,0,0,0,0,0,0,0,0
002266,2012,0,0,0,0,0,0,0,0,0,0,0
002266,2013,0,0,0,0,0,0,0,0,0,0,0
002266,2014,0,0,0,0,0,0,0,0,0,0,0
002266,2015,0,0,0,0,0,0,0,0,0,0,0
002266,2016,0,0,0,0,0,0,0,0,0,0,0
002266,2017,0,0,0,0,0,0,0,0,0,0,0
002266,2018,0,0,0,0,0,0,0,0,0,0,0
002266,2019,3,5,8,0,4,0,0,0,0,0,0
002787,2010,0,0,0,0,0,0,0,0,0,0,0
002787,2011,0,0,0,0,0,0,0,0,0,0,0
002787,2012,0,0,0,0,0,0,0,0,0,0,0
002787,2013,0,0,0,0,0,0,0,0,0,0,0
002787,2014,0,0,0,0,0,0,0,0,0,0,0
002787,2015,0,0,0,0,0,0,0,0,0,0,0
002787,2016,0,0,0,0,0,0,0,0,0,0,0
002787,2017,0,0,0,0,0,0,0,0,0,0,0
002787,2018,0,0,0,0,0,0,0,0,0,0,0
002787,2019,6,51,58,5,13,0,0,11,9,0,7
000430,2010,0,0,0,0,0,0,0,0,0,0,0
000430,2011,0,0,0,0,0,0,0,0,0,0,0
000430,2012,0,0,0,0,0,0,0,0,0,0,0
000430,2013,0,0,0,0,0,0,0,0,0,0,0
000430,2014,0,0,0,0,0,0,0,0,0,0,0
000430,2015,0,0,0,0,0,0,0,0,0,0,0
000430,2016,0,0,0,0,0,0,0,0,0,0,0
000430,2017,0,0,0,0,0,0,0,0,0,0,0
000430,2018,0,0,0,0,0,0,0,0,0,0,0
000430,2019,0,0,0,0,0,0,0,0,0,0,0
000635,2010,0,0,0,0,0,0,0,0,0,0,0
000635,2011,0,0,0,0,0,0,0,0,0,0,0
000635,2012,0,0,0,0,0,0,0,0,0,0,0
000635,2013,0,0,0,0,0,0,0,0,0,0,0
000635,2014,0,0,0,0,0,0,0,0,0,0,0
000635,2015,0,0,0,0,0,0,0,0,0,0,0
000635,2016,0,0,0,0,0,0,0,0,0,0,0
000635,2017,0,0,0,0,0,0,0,0,0,0,0
000635,2018,0,0,0,0,0,0,0,0,0,0,0
000635,2019,0,0,0,0,0,0,0,0,0,0,0
200054,2010,0,0,0,0,0,0,0,0,0,0,0
200054,2011,0,0,0,0,0,0,0,0,0,0,0
200054,2012,0,0,0,0,0,0,0,0,0,0,0
200054,2013,0,0,0,0,0,0,0,0,0,0,0
200054,2014,0,0,0,0,0,0,0,0,0,0,0
200054,2015,0,0,0,0,0,0,0,0,0,0,0
200054,2016,0,0,0,0,0,0,0,0,0,0,0
200054,2017,0,0,0,0,0,0,0,0,0,0,0
200054,2018,0,0,0,0,0,0,0,0,0,0,0
200054,2019,0,0,0,0,0,0,0,0,0,0,0
002412,2010,0,0,0,0,0,0,0,0,0,0,0
002412,2011,0,0,0,0,0,0,0,0,0,0,0
002412,2012,0,0,0,0,0,0,0,0,0,0,0
002412,2013,0,0,0,0,0,0,0,0,0,0,0
002412,2014,0,0,0,0,0,0,0,0,0,0,0
002412,2015,0,0,0,0,0,0,0,0,0,0,0
002412,2016,0,0,0,0,0,0,0,0,0,0,0
002412,2017,0,0,0,0,0,0,0,0,0,0,0
002412,2018,0,0,0,0,0,0,0,0,0,0,0
002412,2019,0,0,0,0,0,0,0,0,0,0,0
